id_student,code_module,code_presentation,age_band,num_of_prev_attempts,studied_credits,disability,final_result,avg_score,total_clicks,active_days
228082,AAA,2013J,0-35,0,60,N,Pass,72.4,227.0,37.0
228222,AAA,2013J,0-35,0,60,N,Pass,61.8,445.0,38.0
229179,AAA,2013J,0-35,0,60,N,Pass,66.0,614.0,50.0
229361,AAA,2013J,0-35,0,60,N,Pass,78.0,1215.0,123.0
231554,AAA,2013J,0-35,0,240,N,Pass,67.75,1839.0,86.0
235507,AAA,2013J,0-35,0,240,N,Withdrawn,57.833333333333336,1257.0,136.0
236284,AAA,2013J,0-35,0,60,N,Pass,78.0,732.0,41.0
238007,AAA,2013J,55<=,0,60,N,Pass,79.2,1935.0,162.0
240712,AAA,2013J,0-35,0,80,N,Pass,75.8,321.0,26.0
240884,AAA,2013J,0-35,0,120,N,Pass,58.4,427.0,44.0
241649,AAA,2013J,35-55,0,60,N,Pass,78.8,1892.0,135.0
241729,AAA,2013J,35-55,0,60,N,Fail,58.6,1829.0,117.0
242793,AAA,2013J,35-55,0,60,N,Pass,77.4,658.0,56.0
246834,AAA,2013J,35-55,0,60,N,Pass,55.6,1174.0,68.0
248270,AAA,2013J,0-35,0,90,N,Pass,78.4,1969.0,193.0
255548,AAA,2013J,35-55,0,60,N,Pass,71.4,2580.0,166.0
256815,AAA,2013J,0-35,0,120,N,Pass,76.8,1481.0,139.0
258392,AAA,2013J,0-35,0,60,N,Pass,58.8,844.0,53.0
258894,AAA,2013J,35-55,0,60,N,Pass,64.8,4963.0,204.0
260355,AAA,2013J,35-55,0,60,N,Withdrawn,57.5,426.0,43.0
262011,AAA,2013J,35-55,0,60,N,Pass,71.0,1066.0,69.0
262934,AAA,2013J,35-55,0,60,N,Pass,76.6,2407.0,119.0
268073,AAA,2013J,35-55,0,90,N,Fail,74.6,3210.0,116.0
268733,AAA,2013J,0-35,0,180,N,Withdrawn,43.0,191.0,18.0
271251,AAA,2013J,35-55,0,60,N,Pass,76.4,3348.0,128.0
277880,AAA,2013J,0-35,0,60,N,Withdrawn,67.66666666666667,2028.0,82.0
279572,AAA,2013J,0-35,0,60,N,Distinction,79.2,1183.0,63.0
281022,AAA,2013J,0-35,0,150,N,Pass,73.4,492.0,49.0
281250,AAA,2013J,35-55,0,60,N,Fail,55.4,130.0,15.0
281589,AAA,2013J,0-35,0,60,N,Fail,,59.0,8.0
282821,AAA,2013J,35-55,0,60,N,Pass,60.6,1961.0,87.0
286488,AAA,2013J,35-55,0,60,N,Pass,71.0,1046.0,68.0
287548,AAA,2013J,0-35,0,120,N,Pass,67.8,483.0,47.0
290201,AAA,2013J,0-35,0,60,N,Pass,70.4,1740.0,108.0
290757,AAA,2013J,0-35,0,60,N,Pass,75.0,652.0,33.0
291334,AAA,2013J,35-55,0,60,N,Distinction,83.6,5231.0,229.0
292923,AAA,2013J,35-55,0,180,N,Withdrawn,,,
293699,AAA,2013J,0-35,0,120,N,Pass,46.75,187.0,28.0
294570,AAA,2013J,55<=,0,60,N,Pass,78.2,1775.0,119.0
294594,AAA,2013J,0-35,0,60,N,Pass,52.8,865.0,94.0
295741,AAA,2013J,35-55,0,240,N,Fail,71.0,3099.0,166.0
296332,AAA,2013J,55<=,0,60,N,Distinction,86.8,2152.0,124.0
298696,AAA,2013J,0-35,0,60,N,Pass,80.8,514.0,58.0
300398,AAA,2013J,35-55,0,60,N,Pass,78.8,1997.0,108.0
302302,AAA,2013J,0-35,0,60,N,Fail,58.666666666666664,513.0,24.0
305152,AAA,2013J,0-35,0,60,N,Fail,64.0,146.0,11.0
305386,AAA,2013J,0-35,0,120,Y,Pass,78.0,1277.0,85.0
305539,AAA,2013J,0-35,0,120,N,Withdrawn,,68.0,6.0
306107,AAA,2013J,35-55,0,120,N,Pass,58.2,987.0,81.0
306466,AAA,2013J,35-55,0,60,N,Pass,82.0,1220.0,110.0
306897,AAA,2013J,0-35,0,60,N,Pass,62.6,2742.0,189.0
307061,AAA,2013J,0-35,0,60,N,Pass,81.2,1081.0,87.0
307866,AAA,2013J,0-35,0,60,N,Pass,60.0,1476.0,76.0
311917,AAA,2013J,55<=,0,120,N,Pass,59.2,2230.0,145.0
312537,AAA,2013J,55<=,0,60,N,Distinction,87.8,12882.0,271.0
312782,AAA,2013J,0-35,0,60,N,Pass,61.8,281.0,46.0
318933,AAA,2013J,0-35,0,120,N,Pass,66.6,1281.0,106.0
319047,AAA,2013J,0-35,0,60,N,Pass,78.4,6589.0,232.0
321942,AAA,2013J,55<=,0,60,N,Pass,80.4,10083.0,239.0
324002,AAA,2013J,35-55,0,60,N,Pass,80.4,1901.0,122.0
324084,AAA,2013J,35-55,0,60,N,Pass,57.6,1961.0,110.0
324282,AAA,2013J,0-35,0,120,N,Pass,61.2,133.0,38.0
331358,AAA,2013J,35-55,0,60,N,Withdrawn,84.66666666666667,6588.0,201.0
332789,AAA,2013J,35-55,0,60,N,Pass,74.4,1655.0,72.0
333059,AAA,2013J,0-35,0,120,N,Pass,65.8,301.0,31.0
333323,AAA,2013J,0-35,0,60,N,Pass,74.4,648.0,36.0
334259,AAA,2013J,0-35,0,150,N,Fail,53.0,332.0,27.0
334333,AAA,2013J,0-35,0,240,Y,Withdrawn,36.0,303.0,33.0
335764,AAA,2013J,0-35,0,60,N,Withdrawn,86.875,3928.0,187.0
336207,AAA,2013J,0-35,0,120,N,Pass,68.2,1316.0,111.0
339972,AAA,2013J,0-35,0,60,N,Pass,49.8,333.0,33.0
341872,AAA,2013J,0-35,0,180,N,Fail,64.2,201.0,35.0
342007,AAA,2013J,0-35,0,60,N,Withdrawn,82.33333333333333,3178.0,161.0
342514,AAA,2013J,55<=,0,60,N,Pass,77.2,1950.0,98.0
342972,AAA,2013J,0-35,0,60,N,Pass,60.4,838.0,72.0
343446,AAA,2013J,35-55,0,120,N,Pass,78.4,3644.0,173.0
344282,AAA,2013J,0-35,0,60,N,Fail,49.2,65.0,18.0
345068,AAA,2013J,0-35,0,180,Y,Pass,78.0,547.0,51.0
345357,AAA,2013J,0-35,0,60,N,Distinction,80.4,2219.0,134.0
346025,AAA,2013J,0-35,0,120,N,Pass,82.4,569.0,103.0
346843,AAA,2013J,35-55,0,120,N,Fail,,164.0,8.0
350188,AAA,2013J,35-55,0,60,N,Pass,73.8,761.0,78.0
354858,AAA,2013J,35-55,0,120,N,Withdrawn,,198.0,7.0
357668,AAA,2013J,0-35,0,60,N,Fail,57.0,166.0,27.0
364177,AAA,2013J,35-55,0,60,N,Fail,69.0,821.0,63.0
365244,AAA,2013J,0-35,0,120,N,Pass,56.4,891.0,78.0
365642,AAA,2013J,35-55,0,60,N,Pass,70.0,2129.0,148.0
366483,AAA,2013J,0-35,0,60,N,Pass,76.8,1465.0,129.0
368194,AAA,2013J,0-35,0,120,Y,Pass,50.4,437.0,32.0
368824,AAA,2013J,35-55,0,120,N,Fail,55.6,292.0,25.0
368963,AAA,2013J,0-35,0,180,N,Pass,66.4,677.0,52.0
376439,AAA,2013J,0-35,0,60,N,Distinction,87.0,2342.0,154.0
376581,AAA,2013J,35-55,0,60,N,Pass,72.8,2333.0,124.0
380953,AAA,2013J,0-35,0,60,N,Pass,67.8,1062.0,97.0
383254,AAA,2013J,0-35,0,120,N,Pass,75.6,543.0,91.0
386924,AAA,2013J,0-35,0,120,N,Pass,67.8,164.0,31.0
386952,AAA,2013J,0-35,0,120,N,Pass,68.0,910.0,114.0
388722,AAA,2013J,35-55,0,60,N,Pass,63.8,671.0,57.0
388885,AAA,2013J,35-55,0,60,N,Pass,60.6,875.0,50.0
390890,AAA,2013J,0-35,0,90,N,Withdrawn,68.625,997.0,91.0
392756,AAA,2013J,0-35,0,120,N,Fail,45.0,363.0,44.0
392931,AAA,2013J,35-55,0,120,N,Pass,68.4,3003.0,177.0
393207,AAA,2013J,0-35,0,60,N,Pass,74.2,876.0,50.0
396872,AAA,2013J,0-35,0,180,N,Pass,61.4,996.0,70.0
398552,AAA,2013J,0-35,0,240,N,Fail,46.4,1183.0,87.0
401869,AAA,2013J,0-35,0,60,N,Pass,65.0,955.0,90.0
402470,AAA,2013J,35-55,0,60,N,Pass,72.6,1445.0,83.0
404804,AAA,2013J,35-55,0,120,N,Pass,43.8,509.0,26.0
405088,AAA,2013J,0-35,0,120,N,Pass,77.2,1388.0,87.0
405961,AAA,2013J,0-35,0,240,Y,Withdrawn,,,
414117,AAA,2013J,0-35,0,120,N,Pass,76.4,807.0,105.0
415969,AAA,2013J,35-55,0,90,N,Withdrawn,59.666666666666664,1417.0,55.0
420087,AAA,2013J,0-35,0,60,Y,Fail,76.0,342.0,27.0
429958,AAA,2013J,0-35,0,60,N,Pass,58.4,411.0,25.0
441018,AAA,2013J,0-35,0,150,N,Pass,59.8,646.0,50.0
441888,AAA,2013J,0-35,0,120,N,Pass,70.6,739.0,43.0
442442,AAA,2013J,0-35,0,120,N,Withdrawn,40.5,1009.0,49.0
444677,AAA,2013J,0-35,0,60,N,Distinction,87.6,1241.0,140.0
470588,AAA,2013J,35-55,0,60,N,Withdrawn,79.33333333333333,842.0,32.0
489455,AAA,2013J,0-35,0,60,N,Pass,70.6,2832.0,131.0
494424,AAA,2013J,0-35,0,60,N,Fail,,58.0,2.0
495284,AAA,2013J,0-35,0,120,N,Pass,66.6,901.0,78.0
498857,AAA,2013J,35-55,0,60,N,Pass,73.0,998.0,88.0
508818,AAA,2013J,0-35,0,120,N,Pass,71.8,1129.0,61.0
512460,AAA,2013J,0-35,0,120,N,Pass,72.4,521.0,58.0
544103,AAA,2013J,0-35,0,120,N,Pass,81.0,2328.0,112.0
550383,AAA,2013J,0-35,0,60,N,Pass,72.0,910.0,66.0
564450,AAA,2013J,0-35,0,120,N,Fail,59.2,224.0,32.0
568601,AAA,2013J,0-35,0,60,N,Withdrawn,81.5,488.0,17.0
572652,AAA,2013J,0-35,0,120,N,Pass,73.2,780.0,42.0
580389,AAA,2013J,0-35,0,120,N,Pass,71.4,1271.0,50.0
581129,AAA,2013J,0-35,0,120,N,Fail,40.0,194.0,19.0
588775,AAA,2013J,0-35,0,120,N,Pass,82.8,7067.0,259.0
591774,AAA,2013J,35-55,0,60,N,Pass,76.2,605.0,36.0
603861,AAA,2013J,55<=,0,60,N,Withdrawn,63.0,1105.0,84.0
606143,AAA,2013J,35-55,0,60,N,Fail,66.0,406.0,34.0
704156,AAA,2013J,55<=,0,120,N,Pass,66.0,3064.0,131.0
705379,AAA,2013J,55<=,0,120,N,Distinction,80.8,5680.0,226.0
721259,AAA,2013J,55<=,0,120,N,Withdrawn,65.0,4108.0,81.0
749412,AAA,2013J,55<=,0,60,N,Pass,72.0,4007.0,187.0
760729,AAA,2013J,55<=,0,60,N,Distinction,81.2,7288.0,229.0
905042,AAA,2013J,35-55,0,60,N,Pass,76.4,3004.0,166.0
949618,AAA,2013J,35-55,0,60,N,Pass,61.8,1357.0,94.0
958987,AAA,2013J,35-55,0,60,N,Pass,77.2,1216.0,102.0
968578,AAA,2013J,35-55,0,60,N,Pass,72.0,870.0,66.0
969076,AAA,2013J,35-55,0,180,N,Withdrawn,59.75,1980.0,135.0
971027,AAA,2013J,35-55,0,60,N,Pass,68.0,3098.0,158.0
978739,AAA,2013J,35-55,0,60,N,Pass,56.6,5988.0,176.0
1035023,AAA,2013J,35-55,0,60,N,Pass,70.0,1896.0,150.0
1105478,AAA,2013J,55<=,0,60,N,Pass,82.6,1695.0,125.0
1352868,AAA,2013J,35-55,0,60,N,Withdrawn,68.57142857142857,1732.0,126.0
1401935,AAA,2013J,35-55,0,60,N,Fail,35.0,240.0,24.0
1402638,AAA,2013J,35-55,0,60,N,Pass,75.2,910.0,75.0
1414443,AAA,2013J,35-55,0,120,N,Fail,59.0,1907.0,43.0
1456619,AAA,2013J,35-55,0,60,N,Withdrawn,63.0,1173.0,49.0
1465690,AAA,2013J,35-55,0,120,N,Pass,81.8,3460.0,165.0
1472925,AAA,2013J,35-55,0,60,Y,Fail,61.9,1462.0,76.0
1488959,AAA,2013J,35-55,0,60,N,Pass,61.8,3493.0,155.0
1518989,AAA,2013J,35-55,0,60,N,Pass,73.0,4202.0,133.0
1618738,AAA,2013J,35-55,0,60,N,Pass,79.6,723.0,19.0
1620151,AAA,2013J,35-55,0,60,N,Fail,77.5,998.0,44.0
1626710,AAA,2013J,35-55,0,60,N,Distinction,84.6,6025.0,215.0
1640609,AAA,2013J,35-55,0,60,N,Pass,85.0,5061.0,227.0
1686521,AAA,2013J,35-55,0,60,N,Withdrawn,68.0,643.0,29.0
1729319,AAA,2013J,35-55,0,60,N,Pass,78.2,2756.0,124.0
1746134,AAA,2013J,35-55,0,60,N,Pass,83.8,1759.0,75.0
1758449,AAA,2013J,35-55,0,75,N,Withdrawn,61.0,2756.0,75.0
1763015,AAA,2013J,35-55,0,60,N,Withdrawn,,420.0,3.0
1765788,AAA,2013J,55<=,0,60,N,Pass,66.2,7057.0,224.0
1801229,AAA,2013J,35-55,0,60,N,Pass,76.8,1443.0,86.0
1801641,AAA,2013J,35-55,0,60,N,Pass,77.4,459.0,41.0
1847830,AAA,2013J,35-55,0,60,N,Pass,71.0,6518.0,238.0
1860318,AAA,2013J,35-55,0,300,Y,Pass,62.6,5975.0,228.0
1889511,AAA,2013J,35-55,0,60,N,Pass,72.0,1754.0,99.0
1889577,AAA,2013J,35-55,0,60,Y,Pass,73.6,931.0,63.0
1894188,AAA,2013J,0-35,0,60,N,Pass,70.4,4294.0,120.0
1938355,AAA,2013J,35-55,0,60,N,Pass,73.0,1992.0,147.0
1942396,AAA,2013J,35-55,0,120,Y,Pass,53.6,470.0,47.0
1970390,AAA,2013J,35-55,0,60,N,Withdrawn,83.6,14759.0,254.0
1976139,AAA,2013J,35-55,0,120,N,Pass,67.25,1216.0,60.0
2011876,AAA,2013J,0-35,0,60,Y,Pass,76.0,1401.0,81.0
2012966,AAA,2013J,35-55,0,60,N,Pass,78.4,519.0,39.0
2051699,AAA,2013J,35-55,0,60,N,Pass,66.6,1734.0,94.0
2062879,AAA,2013J,0-35,0,60,N,Fail,61.2,2386.0,145.0
2065691,AAA,2013J,35-55,0,330,Y,Withdrawn,35.666666666666664,1430.0,34.0
2073016,AAA,2013J,35-55,0,60,N,Withdrawn,58.857142857142854,1022.0,76.0
2080474,AAA,2013J,35-55,0,60,N,Pass,69.6,1146.0,78.0
2083877,AAA,2013J,0-35,0,120,N,Pass,67.8,685.0,65.0
2084066,AAA,2013J,35-55,0,60,N,Fail,59.75,1967.0,87.0
2104505,AAA,2013J,35-55,0,60,N,Pass,65.6,701.0,53.0
2122180,AAA,2013J,35-55,0,60,N,Distinction,82.4,4712.0,170.0
2139353,AAA,2013J,35-55,0,120,N,Withdrawn,66.5,2388.0,126.0
2143752,AAA,2013J,35-55,0,60,N,Pass,52.6,1888.0,83.0
2146792,AAA,2013J,55<=,0,60,N,Pass,70.0,2385.0,188.0
2149225,AAA,2013J,35-55,0,60,Y,Withdrawn,,319.0,8.0
2153153,AAA,2013J,0-35,0,60,N,Pass,62.2,3385.0,110.0
2155014,AAA,2013J,0-35,0,60,Y,Pass,73.8,1454.0,56.0
2164705,AAA,2013J,0-35,0,120,N,Fail,70.0,231.0,11.0
2171627,AAA,2013J,35-55,0,60,N,Pass,69.0,1346.0,73.0
2182846,AAA,2013J,35-55,0,60,N,Pass,66.0,4214.0,164.0
2194100,AAA,2013J,35-55,0,60,N,Pass,67.2,1401.0,95.0
2197016,AAA,2013J,35-55,0,60,N,Pass,75.6,1455.0,72.0
2208424,AAA,2013J,0-35,0,60,N,Pass,71.2,1080.0,69.0
2229865,AAA,2013J,35-55,0,60,N,Pass,76.4,3236.0,168.0
2255601,AAA,2013J,35-55,0,120,N,Withdrawn,54.5,2543.0,82.0
2268379,AAA,2013J,0-35,0,60,N,Pass,83.0,1685.0,118.0
2278464,AAA,2013J,35-55,0,60,N,Pass,51.4,307.0,33.0
2293923,AAA,2013J,0-35,0,150,N,Pass,61.2,303.0,24.0
2312620,AAA,2013J,35-55,0,60,N,Withdrawn,32.0,1129.0,44.0
2318055,AAA,2013J,35-55,0,60,N,Withdrawn,75.8,1726.0,82.0
2324976,AAA,2013J,35-55,0,60,N,Withdrawn,,,
2329342,AAA,2013J,35-55,0,120,N,Pass,57.2,565.0,36.0
2339528,AAA,2013J,0-35,0,60,N,Distinction,80.0,593.0,28.0
2342426,AAA,2013J,35-55,0,60,N,Fail,73.2,1814.0,107.0
2344901,AAA,2013J,0-35,0,60,N,Fail,51.5,445.0,30.0
2358056,AAA,2013J,0-35,0,60,N,Fail,67.8,1588.0,123.0
2358969,AAA,2013J,0-35,0,180,N,Withdrawn,69.0,2106.0,125.0
2364471,AAA,2013J,0-35,0,60,Y,Pass,83.4,7182.0,257.0
2365101,AAA,2013J,0-35,0,300,N,Withdrawn,,,
2367155,AAA,2013J,0-35,0,120,N,Pass,75.6,2148.0,93.0
2369266,AAA,2013J,35-55,0,60,N,Pass,50.6,2146.0,70.0
2376496,AAA,2013J,0-35,0,120,N,Pass,73.4,749.0,83.0
2391984,AAA,2013J,0-35,0,60,N,Withdrawn,73.0,818.0,44.0
2411661,AAA,2013J,0-35,0,120,N,Fail,46.8,574.0,23.0
2411778,AAA,2013J,0-35,0,120,N,Withdrawn,80.0,1497.0,42.0
2412002,AAA,2013J,35-55,0,90,N,Distinction,82.8,3344.0,202.0
2412967,AAA,2013J,35-55,0,60,N,Pass,77.6,2458.0,166.0
2429854,AAA,2013J,35-55,0,120,Y,Withdrawn,51.0,953.0,51.0
2437837,AAA,2013J,0-35,0,60,N,Pass,74.4,2684.0,101.0
2449878,AAA,2013J,0-35,0,60,N,Pass,60.6,622.0,39.0
2456480,AAA,2013J,35-55,0,120,N,Fail,24.666666666666668,183.0,21.0
2457256,AAA,2013J,35-55,0,180,N,Pass,70.0,1611.0,94.0
2458355,AAA,2013J,35-55,0,60,N,Pass,90.6,4187.0,229.0
2460080,AAA,2013J,55<=,0,60,N,Pass,78.8,3424.0,177.0
2461190,AAA,2013J,55<=,0,60,N,Fail,56.0,967.0,53.0
2469673,AAA,2013J,35-55,0,60,N,Fail,44.5,523.0,33.0
2470694,AAA,2013J,55<=,0,60,N,Withdrawn,67.0,3115.0,145.0
2479954,AAA,2013J,0-35,0,60,N,Pass,79.6,323.0,43.0
2481901,AAA,2013J,35-55,0,60,N,Pass,75.8,1949.0,97.0
2482700,AAA,2013J,0-35,0,120,N,Pass,55.6,1616.0,111.0
2486127,AAA,2013J,0-35,0,120,N,Pass,73.6,1690.0,99.0
2498700,AAA,2013J,0-35,0,240,N,Pass,77.2,2864.0,150.0
2516503,AAA,2013J,35-55,0,60,N,Pass,79.4,3070.0,198.0
2518069,AAA,2013J,0-35,0,60,N,Pass,76.6,1617.0,97.0
2521459,AAA,2013J,0-35,0,60,N,Pass,60.8,1078.0,75.0
2523736,AAA,2013J,55<=,0,120,N,Pass,61.75,470.0,76.0
2529279,AAA,2013J,35-55,0,60,N,Pass,78.0,1189.0,64.0
2532302,AAA,2013J,0-35,0,60,N,Pass,63.2,1216.0,62.0
2536991,AAA,2013J,55<=,0,60,N,Distinction,80.8,1080.0,95.0
2542724,AAA,2013J,0-35,0,60,N,Withdrawn,,228.0,9.0
2550279,AAA,2013J,35-55,0,60,N,Pass,62.6,2809.0,166.0
2551220,AAA,2013J,0-35,0,60,N,Pass,64.8,1327.0,135.0
2552472,AAA,2013J,35-55,0,120,N,Withdrawn,53.5,519.0,13.0
2555340,AAA,2013J,35-55,0,60,N,Pass,80.6,4441.0,171.0
2557283,AAA,2013J,55<=,0,60,N,Pass,81.2,7262.0,248.0
2559575,AAA,2013J,0-35,0,60,N,Pass,71.2,650.0,51.0
2562034,AAA,2013J,0-35,0,60,N,Pass,65.4,248.0,17.0
2566163,AAA,2013J,0-35,0,60,N,Pass,71.8,1591.0,83.0
2566592,AAA,2013J,35-55,0,60,N,Pass,71.8,1359.0,82.0
2569324,AAA,2013J,0-35,0,120,N,Withdrawn,71.2,493.0,52.0
2574528,AAA,2013J,35-55,0,60,N,Pass,75.4,988.0,81.0
2574583,AAA,2013J,35-55,0,60,N,Pass,70.8,1890.0,129.0
2576122,AAA,2013J,0-35,0,60,N,Withdrawn,64.0,261.0,17.0
2578995,AAA,2013J,0-35,0,60,Y,Pass,79.6,1326.0,135.0
2586560,AAA,2013J,35-55,0,60,N,Pass,73.6,2905.0,121.0
2594139,AAA,2013J,0-35,0,60,N,Pass,76.0,1868.0,56.0
2598871,AAA,2013J,35-55,0,60,N,Pass,72.6,2049.0,123.0
2599352,AAA,2013J,0-35,0,120,N,Pass,76.4,1160.0,76.0
2600688,AAA,2013J,0-35,0,60,N,Pass,70.0,582.0,31.0
2606098,AAA,2013J,0-35,0,60,N,Pass,71.4,491.0,48.0
